No,商品コード,商品名称,細分類コード,細分類名称,メーカーコード,メーカー名称,出現日,容量,年月,地区コード,地区名称,金額,数量,平均価格,金額／販売店千人,数量／販売店千人,数量／店,販売店率
370,4902105281765,日清　ゲーミングカップヌードル焼そば　８５ｇ,111203,カップ麺,4902105,日清食品,2023年09月16日,85,2023年10月,27,大阪,36348,136,267.26,35.637,0.133,9.71,22.22%
370,4902105281765,日清　ゲーミングカップヌードル焼そば　８５ｇ,111203,カップ麺,4902105,日清食品,2023年09月16日,85,2023年11月,13,東京,20994,113,185.79,25.754,0.139,11.30,13.70%
370,4902105281765,日清　ゲーミングカップヌードル焼そば　８５ｇ,111203,カップ麺,4902105,日清食品,2023年09月16日,85,2023年11月,27,大阪,10847,40,271.18,15.164,0.056,4.00,15.87%
370,4902105281765,日清　ゲーミングカップヌードル焼そば　８５ｇ,111203,カップ麺,4902105,日清食品,2023年09月16日,85,2023年12月,13,東京,12383,65,190.51,20.694,0.109,10.83,8.22%
370,4902105281765,日清　ゲーミングカップヌードル焼そば　８５ｇ,111203,カップ麺,4902105,日清食品,2023年09月16日,85,2023年12月,27,大阪,5364,20,268.20,9.689,0.036,4.00,7.94%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年01月,13,東京,68945,299,230.59,66.593,0.289,17.59,23.29%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年01月,27,大阪,16043,71,225.96,115.527,0.511,35.50,3.17%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年02月,13,東京,48474,209,231.93,65.105,0.281,19.00,15.07%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年02月,27,大阪,14491,64,226.42,109.562,0.484,32.00,3.17%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年03月,13,東京,42813,185,231.42,56.273,0.243,18.50,13.70%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年03月,27,大阪,15149,67,226.10,106.248,0.470,33.50,3.17%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年04月,13,東京,47360,220,215.27,61.672,0.286,22.00,13.70%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年04月,27,大阪,12030,53,226.98,85.728,0.378,26.50,3.17%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年05月,13,東京,42706,191,223.59,64.935,0.290,21.22,12.33%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年05月,27,大阪,15176,67,226.51,103.719,0.458,33.50,3.17%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年06月,13,東京,19626,83,236.46,78.240,0.331,20.75,5.48%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年06月,27,大阪,10745,46,233.59,77.287,0.331,23.00,3.17%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年07月,13,東京,17140,72,238.06,65.237,0.274,18.00,5.48%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年07月,27,大阪,11800,50,236.00,78.785,0.334,25.00,3.17%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年08月,13,東京,23239,98,237.13,91.483,0.386,24.50,5.48%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年08月,27,大阪,36218,156,232.17,168.760,0.727,52.00,4.76%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年09月,13,東京,19942,84,237.40,79.353,0.334,21.00,5.48%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年09月,27,大阪,22354,98,228.10,107.836,0.473,32.67,4.76%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年10月,13,東京,23086,97,238.00,88.266,0.371,24.25,5.48%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年10月,27,大阪,21644,93,232.73,100.718,0.433,31.00,4.76%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年11月,13,東京,19034,80,237.93,77.498,0.326,20.00,5.48%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年11月,27,大阪,15839,68,232.93,78.013,0.335,22.67,4.76%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年12月,13,東京,31481,133,236.70,53.657,0.227,16.63,10.96%
371,4903088014920,ニュータッチ　凄麺　信州味噌ラーメン　１２１ｇ,111203,カップ麺,4903088,ヤマダイ,2020年08月22日,121,2023年12月,27,大阪,19910,85,234.24,89.832,0.384,28.33,4.76%
372,4902885009887,ペヤング　ヌードルカップ５０周年限定品　２９３ｇ,111203,カップ麺,4902885,まるか食品,2023年07月13日,293,2023年07月,13,東京,227506,505,450.51,142.132,0.315,31.56,21.92%
372,4902885009887,ペヤング　ヌードルカップ５０周年限定品　２９３ｇ,111203,カップ麺,4902885,まるか食品,2023年07月13日,293,2023年07月,27,大阪,203966,459,444.37,236.664,0.533,51.00,14.29%
372,4902885009887,ペヤング　ヌードルカップ５０周年限定品　２９３ｇ,111203,カップ麺,4902885,まるか食品,2023年07月13日,293,2023年08月,13,東京,51792,114,454.32,123.089,0.271,22.80,6.85%
372,4902885009887,ペヤング　ヌードルカップ５０周年限定品　２９３ｇ,111203,カップ麺,4902885,まるか食品,2023年07月13日,293,2023年08月,27,大阪,76432,171,446.97,93.832,0.210,19.00,14.29%
372,4902885009887,ペヤング　ヌードルカップ５０周年限定品　２９３ｇ,111203,カップ麺,4902885,まるか食品,2023年07月13日,293,2023年09月,13,東京,1702,4,425.50,15.282,0.036,4.00,1.37%
372,4902885009887,ペヤング　ヌードルカップ５０周年限定品　２９３ｇ,111203,カップ麺,4902885,まるか食品,2023年07月13日,293,2023年09月,27,大阪,29080,65,447.38,59.463,0.133,13.00,7.94%
372,4902885009887,ペヤング　ヌードルカップ５０周年限定品　２９３ｇ,111203,カップ麺,4902885,まるか食品,2023年07月13日,293,2023年10月,27,大阪,22100,77,287.01,43.098,0.150,15.40,7.94%
372,4902885009887,ペヤング　ヌードルカップ５０周年限定品　２９３ｇ,111203,カップ麺,4902885,まるか食品,2023年07月13日,293,2023年11月,27,大阪,1328,3,442.67,24.903,0.056,3.00,1.59%
372,4902885009887,ペヤング　ヌードルカップ５０周年限定品　２９３ｇ,111203,カップ麺,4902885,まるか食品,2023年07月13日,293,2023年12月,27,大阪,412,1,412.00,7.223,0.018,1.00,1.59%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年02月,13,東京,8922,74,120.57,18.972,0.157,10.57,9.59%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年02月,27,大阪,51448,460,111.84,69.286,0.619,51.11,14.29%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年03月,13,東京,91844,732,125.47,73.554,0.586,48.80,20.55%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年03月,27,大阪,101169,865,116.96,86.888,0.743,61.79,22.22%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年04月,13,東京,29606,247,119.86,43.717,0.365,30.88,10.96%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年04月,27,大阪,17824,119,149.78,30.586,0.204,14.88,12.70%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年05月,13,東京,45531,361,126.12,81.465,0.646,60.17,8.22%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年05月,27,大阪,39066,305,128.09,63.842,0.498,25.42,19.05%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年06月,13,東京,34801,269,129.37,68.723,0.531,53.80,6.85%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年06月,27,大阪,27194,213,127.67,57.590,0.451,30.43,11.11%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年07月,13,東京,8437,63,133.92,26.051,0.195,21.00,4.11%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年07月,27,大阪,14674,83,176.80,30.744,0.174,13.83,9.52%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年08月,13,東京,2915,20,145.75,12.700,0.087,10.00,2.74%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年08月,27,大阪,13169,74,177.96,27.490,0.154,12.33,9.52%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年09月,13,東京,84614,929,91.08,113.755,1.249,77.42,16.44%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年09月,27,大阪,6834,39,175.23,14.975,0.085,6.50,9.52%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年10月,13,東京,30322,358,84.70,63.628,0.751,59.67,8.22%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年10月,27,大阪,4525,33,137.12,9.742,0.071,5.50,9.52%
373,4902881454094,明星　濃いぜ！一平ちゃんＢＩＧ　豚肉うどん　９０ｇ,111203,カップ麺,4902881,明星食品,2023年02月25日,90,2023年11月,27,大阪,276,2,138.00,6.264,0.045,2.00,1.59%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年01月,13,東京,71371,315,226.57,67.447,0.298,24.23,17.81%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年02月,13,東京,89351,408,219.00,58.736,0.268,17.74,31.51%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年03月,13,東京,91160,424,215.00,55.946,0.260,19.27,30.14%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年04月,13,東京,67409,302,223.21,50.357,0.226,17.76,23.29%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年05月,13,東京,56728,240,236.37,50.274,0.213,17.14,19.18%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年06月,13,東京,56509,228,247.85,60.151,0.243,22.80,13.70%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年07月,13,東京,51820,205,252.78,52.580,0.208,20.50,13.70%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年08月,13,東京,57334,228,251.46,60.187,0.239,22.80,13.70%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年09月,13,東京,44871,180,249.28,47.293,0.190,18.00,13.70%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年10月,13,東京,25216,138,182.72,48.392,0.265,27.60,6.85%
374,4902881451888,明星　麺神　濃香醤油　１００ｇ,111203,カップ麺,4902881,明星食品,2021年09月15日,100,2023年11月,13,東京,724,3,241.33,6.559,0.027,1.50,2.74%
375,4902105279915,カップヌードル　豚骨シーフードＢＩＧ　１０１ｇ,111203,カップ麺,4902105,日清食品,2023年10月19日,101,2023年10月,13,東京,268602,1100,244.18,114.060,0.467,44.00,34.25%
375,4902105279915,カップヌードル　豚骨シーフードＢＩＧ　１０１ｇ,111203,カップ麺,4902105,日清食品,2023年10月19日,101,2023年10月,27,大阪,197398,843,234.16,98.808,0.422,35.13,38.10%
375,4902105279915,カップヌードル　豚骨シーフードＢＩＧ　１０１ｇ,111203,カップ麺,4902105,日清食品,2023年10月19日,101,2023年11月,13,東京,134744,547,246.33,100.408,0.408,34.19,21.92%
375,4902105279915,カップヌードル　豚骨シーフードＢＩＧ　１０１ｇ,111203,カップ麺,4902105,日清食品,2023年10月19日,101,2023年11月,27,大阪,9988,41,243.61,26.485,0.109,6.83,9.52%
375,4902105279915,カップヌードル　豚骨シーフードＢＩＧ　１０１ｇ,111203,カップ麺,4902105,日清食品,2023年10月19日,101,2023年12月,27,大阪,496,2,248.00,5.124,0.021,2.00,1.59%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年01月,13,東京,99896,904,110.50,87.757,0.794,50.22,24.66%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年01月,27,大阪,11592,104,111.46,86.719,0.778,17.33,9.52%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年02月,13,東京,187633,1761,106.55,143.991,1.351,88.05,27.40%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年02月,27,大阪,24030,215,111.77,93.636,0.838,26.88,12.70%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年03月,13,東京,185142,1701,108.84,100.100,0.920,56.70,41.10%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年03月,27,大阪,1579,13,121.46,20.115,0.166,4.33,4.76%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年04月,13,東京,39557,347,114.00,39.353,0.345,23.13,20.55%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年04月,27,大阪,584,5,116.80,18.297,0.157,5.00,1.59%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年05月,13,東京,22424,176,127.41,33.091,0.260,19.56,12.33%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年06月,13,東京,13584,112,121.29,25.604,0.211,16.00,9.59%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年07月,13,東京,18285,171,106.93,43.379,0.406,28.50,8.22%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年08月,13,東京,2144,15,142.93,5.958,0.042,3.00,6.85%
376,4901734035572,サッポロ一番　カップスター　カリーうどん　８２ｇ,111203,カップ麺,4901734,サンヨー食品,2018年09月09日,83,2023年09月,13,東京,891,7,127.29,5.757,0.045,3.50,2.74%
377,4902105281789,日清のどん兵衛ＰＲＯ　きつねうどん　東　８８ｇ,111203,カップ麺,4902105,日清食品,2023年09月02日,88,2023年09月,13,東京,273948,1409,194.43,121.108,0.623,46.97,41.10%
377,4902105281789,日清のどん兵衛ＰＲＯ　きつねうどん　東　８８ｇ,111203,カップ麺,4902105,日清食品,2023年09月02日,88,2023年10月,13,東京,139356,646,215.72,55.858,0.259,20.84,42.47%
377,4902105281789,日清のどん兵衛ＰＲＯ　きつねうどん　東　８８ｇ,111203,カップ麺,4902105,日清食品,2023年09月02日,88,2023年11月,13,東京,72517,354,204.85,42.453,0.207,16.86,28.77%
377,4902105281789,日清のどん兵衛ＰＲＯ　きつねうどん　東　８８ｇ,111203,カップ麺,4902105,日清食品,2023年09月02日,88,2023年12月,13,東京,118281,680,173.94,73.057,0.420,40.00,23.29%
378,4902881454186,明星　沖縄そば　６９ｇ,111203,カップ麺,4902881,明星食品,2022年04月29日,69,2023年04月,13,東京,16365,115,142.30,16.716,0.117,10.45,15.07%
378,4902881454186,明星　沖縄そば　６９ｇ,111203,カップ麺,4902881,明星食品,2022年04月29日,69,2023年04月,27,大阪,24315,197,123.43,21.413,0.173,16.42,19.05%
378,4902881454186,明星　沖縄そば　６９ｇ,111203,カップ麺,4902881,明星食品,2022年04月29日,69,2023年05月,13,東京,324122,2439,132.89,136.363,1.026,81.30,41.10%
378,4902881454186,明星　沖縄そば　６９ｇ,111203,カップ麺,4902881,明星食品,2022年04月29日,69,2023年05月,27,大阪,151377,1191,127.10,80.686,0.635,44.11,42.86%
378,4902881454186,明星　沖縄そば　６９ｇ,111203,カップ麺,4902881,明星食品,2022年04月29日,69,2023年06月,13,東京,118,1,118.00,2.907,0.025,1.00,1.37%
378,4902881454186,明星　沖縄そば　６９ｇ,111203,カップ麺,4902881,明星食品,2022年04月29日,69,2023年06月,27,大阪,37064,366,101.27,40.695,0.402,30.50,19.05%
378,4902881454186,明星　沖縄そば　６９ｇ,111203,カップ麺,4902881,明星食品,2022年04月29日,69,2023年07月,27,大阪,50488,498,101.38,58.582,0.578,55.33,14.29%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年01月,13,東京,95653,426,224.54,147.872,0.659,30.43,19.18%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年01月,27,大阪,98036,451,217.37,125.399,0.577,25.06,28.57%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年02月,13,東京,24743,132,187.45,83.696,0.447,22.00,8.22%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年02月,27,大阪,12171,54,225.39,39.924,0.177,6.75,12.70%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年03月,13,東京,22570,154,146.56,435.168,2.969,154.00,1.37%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年03月,27,大阪,9430,42,224.52,63.424,0.282,8.40,7.94%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年04月,13,東京,18369,111,165.49,140.279,0.848,37.00,4.11%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年04月,27,大阪,7840,35,224.00,49.376,0.220,5.83,9.52%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年05月,13,東京,8609,46,187.15,65.100,0.348,15.33,4.11%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年05月,27,大阪,6740,30,224.67,57.310,0.255,7.50,6.35%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年06月,13,東京,10732,49,219.02,86.132,0.393,16.33,4.11%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年06月,27,大阪,3050,13,234.62,23.499,0.100,2.60,7.94%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年07月,13,東京,48075,303,158.66,170.794,1.076,75.75,5.48%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年07月,27,大阪,8445,35,241.29,86.377,0.358,8.75,6.35%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年08月,13,東京,18192,104,174.92,66.753,0.382,26.00,5.48%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年08月,27,大阪,10319,43,239.98,104.214,0.434,10.75,6.35%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年09月,13,東京,22601,191,118.33,108.890,0.920,47.75,5.48%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年09月,27,大阪,46998,225,208.88,115.125,0.551,20.45,17.46%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年10月,13,東京,1140,10,114.00,21.907,0.192,10.00,1.37%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年10月,27,大阪,14275,61,234.02,47.545,0.203,6.78,14.29%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年11月,13,東京,5293,36,147.03,111.669,0.760,36.00,1.37%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年11月,27,大阪,12758,54,236.26,80.894,0.342,10.80,7.94%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年12月,13,東京,59875,278,215.38,95.246,0.442,25.27,15.07%
379,4903088015897,ヤマダイ　凄麺　鴨だしそばの逸品　１１７ｇ,111203,カップ麺,4903088,ヤマダイ,2022年08月07日,117,2023年12月,27,大阪,34445,148,232.74,76.759,0.330,10.57,22.22%
380,4902105282403,日清のどん兵衛　天ぷらそば　だし比べ　北　１００ｇ,111203,カップ麺,4902105,日清食品,2023年11月03日,100,2023年11月,13,東京,257131,1719,149.58,134.400,0.899,68.76,34.25%
380,4902105282403,日清のどん兵衛　天ぷらそば　だし比べ　北　１００ｇ,111203,カップ麺,4902105,日清食品,2023年11月03日,100,2023年11月,27,大阪,221285,1546,143.13,98.770,0.690,36.81,66.67%
380,4902105282403,日清のどん兵衛　天ぷらそば　だし比べ　北　１００ｇ,111203,カップ麺,4902105,日清食品,2023年11月03日,100,2023年12月,13,東京,81480,575,141.70,55.737,0.393,38.33,20.55%
380,4902105282403,日清のどん兵衛　天ぷらそば　だし比べ　北　１００ｇ,111203,カップ麺,4902105,日清食品,2023年11月03日,100,2023年12月,27,大阪,38187,273,139.88,48.074,0.344,17.06,25.40%
381,4903088013428,ニュータッチ　凄麺　尾道中華そば　１１５ｇ,111203,カップ麺,4903088,ヤマダイ,2018年06月23日,115,2023年01月,13,東京,40383,193,209.24,49.926,0.239,16.08,16.44%
381,4903088013428,ニュータッチ　凄麺　尾道中華そば　１１５ｇ,111203,カップ麺,4903088,ヤマダイ,2018年06月23日,115,2023年01月,27,大阪,16002,78,205.15,101.560,0.495,11.14,11.11%
381,4903088013428,ニュータッチ　凄麺　尾道中華そば　１１５ｇ,111203,カップ麺,4903088,ヤマダイ,2018年06月23日,115,2023年02月,13,東京,11365,49,231.94,27.909,0.120,9.80,6.85%
381,4903088013428,ニュータッチ　凄麺　尾道中華そば　１１５ｇ,111203,カップ麺,4903088,ヤマダイ,2018年06月23日,115,2023年02月,27,大阪,15202,74,205.43,97.285,0.474,10.57,11.11%
381,4903088013428,ニュータッチ　凄麺　尾道中華そば　１１５ｇ,111203,カップ麺,4903088,ヤマダイ,2018年06月23日,115,2023年03月,13,東京,14218,61,233.08,33.185,0.142,12.20,6.85%
381,4903088013428,ニュータッチ　凄麺　尾道中華そば　１１５ｇ,111203,カップ麺,4903088,ヤマダイ,2018年06月23日,115,2023年03月,27,大阪,18729,92,203.58,109.880,0.540,13.14,11.11%
