No,商品コード,商品名称,細分類コード,細分類名称,メーカーコード,メーカー名称,出現日,容量,年月,地区コード,地区名称,金額,数量,平均価格,金額／販売店千人,数量／販売店千人,数量／店,販売店率
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年11月,13,東京,141394,888,159.23,61.612,0.387,26.91,45.21%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年11月,27,大阪,214073,1485,144.16,90.413,0.627,35.36,66.67%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年12月,13,東京,136136,826,164.81,54.820,0.333,25.81,43.84%
57,4901734043874,サッポロ一番　みそラーメン　どんぶり　７７ｇ,111203,カップ麺,4901734,サンヨー食品,2021年09月13日,77,2023年12月,27,大阪,929444,8571,108.44,361.276,3.332,204.07,66.67%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年01月,27,大阪,8137,54,150.69,19.552,0.130,10.80,7.94%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年02月,13,東京,153269,1160,132.13,76.146,0.576,44.62,35.62%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年02月,27,大阪,230641,1859,124.07,95.379,0.769,56.33,52.38%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年03月,13,東京,236990,1772,133.74,79.163,0.592,47.89,50.68%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年03月,27,大阪,267787,2035,131.59,128.192,0.974,61.67,52.38%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年04月,13,東京,250841,1736,144.49,93.582,0.648,52.61,45.21%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年04月,27,大阪,355768,2744,129.65,122.330,0.944,63.81,68.25%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年05月,13,東京,349573,2532,138.06,118.491,0.858,68.43,50.68%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年05月,27,大阪,346020,2548,135.80,108.645,0.800,52.00,77.78%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年06月,13,東京,418116,3260,128.26,161.691,1.261,101.88,43.84%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年06月,27,大阪,313800,2215,141.67,109.078,0.770,52.74,66.67%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年07月,13,東京,350448,2419,144.87,132.212,0.913,78.03,42.47%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年07月,27,大阪,267319,1654,161.62,87.811,0.543,39.38,66.67%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年08月,13,東京,254195,1584,160.48,94.123,0.587,46.59,46.58%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年08月,27,大阪,352200,2393,147.18,118.277,0.804,56.98,66.67%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年09月,13,東京,268465,1722,155.90,94.786,0.608,49.20,47.95%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年09月,27,大阪,241474,1510,159.92,83.139,0.520,35.95,66.67%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年10月,13,東京,202170,1252,161.48,80.663,0.500,44.71,38.36%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年10月,27,大阪,261516,1719,152.13,88.309,0.580,40.93,66.67%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年11月,13,東京,174871,1049,166.70,80.474,0.483,41.96,34.25%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年11月,27,大阪,220074,1401,157.08,79.518,0.506,33.36,66.67%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年12月,13,東京,188169,1131,166.37,77.530,0.466,45.24,34.25%
58,4902881454131,一平ちゃん夜店の焼そば　やみつき塩だれ味　１３０ｇ,111203,カップ麺,4902881,明星食品,2022年08月01日,130,2023年12月,27,大阪,259539,1646,157.68,84.096,0.533,35.78,73.02%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年01月,13,東京,336002,2179,154.20,100.390,0.651,44.47,67.12%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年01月,27,大阪,189999,1271,149.49,78.867,0.528,38.52,52.38%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年02月,13,東京,267754,1677,159.66,82.266,0.515,34.22,67.12%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年02月,27,大阪,154067,1027,150.02,66.793,0.445,33.13,49.21%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年03月,13,東京,302991,1937,156.42,84.044,0.537,38.74,68.49%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年03月,27,大阪,198545,1367,145.24,76.021,0.523,41.42,52.38%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年04月,13,東京,239583,1542,155.37,70.244,0.452,32.13,65.75%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年04月,27,大阪,209653,1398,149.97,81.640,0.544,42.36,52.38%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年05月,13,東京,259253,1619,160.13,78.722,0.492,37.65,58.90%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年05月,27,大阪,159134,1002,158.82,60.285,0.380,31.31,50.79%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年06月,13,東京,463666,2780,166.79,143.645,0.861,63.18,60.27%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年06月,27,大阪,241744,1433,168.70,110.744,0.656,46.23,49.21%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年07月,13,東京,351660,2232,157.55,107.132,0.680,54.44,56.16%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年07月,27,大阪,170366,959,177.65,87.435,0.492,39.96,38.10%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年08月,13,東京,290500,1636,177.57,102.330,0.576,44.22,50.68%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年08月,27,大阪,178387,1020,174.89,100.330,0.574,46.36,34.92%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年09月,13,東京,358238,2249,159.29,116.768,0.733,57.67,53.42%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年09月,27,大阪,143878,829,173.56,82.961,0.478,37.68,34.92%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年10月,13,東京,294958,1723,171.19,92.204,0.539,44.18,53.42%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年10月,27,大阪,140656,809,173.86,76.142,0.438,35.17,36.51%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年11月,13,東京,291321,1739,167.52,96.312,0.575,44.59,53.42%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年11月,27,大阪,168377,1160,145.15,93.901,0.647,41.43,44.44%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年12月,13,東京,342261,2087,164.00,102.952,0.628,53.51,53.42%
59,4902105267837,日清　カップヌードル　辛麺　８２ｇ,111203,カップ麺,4902105,日清食品,2021年08月25日,82,2023年12月,27,大阪,129877,742,175.04,71.433,0.408,32.26,36.51%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年01月,13,東京,229211,1965,116.65,66.135,0.567,39.30,68.49%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年01月,27,大阪,235841,2033,116.01,72.383,0.624,36.96,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年02月,13,東京,223029,1907,116.95,65.812,0.563,38.14,68.49%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年02月,27,大阪,230572,2012,114.60,72.595,0.633,36.58,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年03月,13,東京,213184,1833,116.30,57.296,0.493,36.66,68.49%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年03月,27,大阪,223850,1917,116.77,64.728,0.554,34.85,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年04月,13,東京,174261,1501,116.10,55.457,0.478,36.61,56.16%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年04月,27,大阪,205952,1782,115.57,60.754,0.526,32.40,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年05月,13,東京,169329,1457,116.22,57.200,0.492,38.34,52.05%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年05月,27,大阪,199786,1703,117.31,56.613,0.483,30.96,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年06月,13,東京,163477,1269,128.82,56.471,0.438,33.39,52.05%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年06月,27,大阪,201688,1537,131.22,59.293,0.452,27.95,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年07月,13,東京,161313,1217,132.55,53.221,0.402,32.03,52.05%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年07月,27,大阪,203580,1541,132.11,57.069,0.432,28.02,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年08月,13,東京,191102,1442,132.53,63.412,0.478,36.05,54.79%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年08月,27,大阪,346789,3062,113.26,99.307,0.877,55.67,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年09月,13,東京,190833,1442,132.34,44.936,0.340,25.75,76.71%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年09月,27,大阪,311248,2715,114.64,91.406,0.797,49.36,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年10月,13,東京,279463,2091,133.65,61.553,0.461,36.05,79.45%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年10月,27,大阪,315200,2626,120.03,88.757,0.739,47.75,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年11月,13,東京,256442,1918,133.70,59.878,0.448,33.07,79.45%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年11月,27,大阪,329796,2845,115.92,99.033,0.854,51.73,87.30%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年12月,13,東京,270410,2018,134.00,58.169,0.434,35.40,78.08%
60,49698190,日清　カップヌードル　シーフード　ミニ　３８ｇ,111203,カップ麺,4902105,日清食品,2002年04月01日,38,2023年12月,27,大阪,333474,2768,120.47,92.467,0.768,50.33,87.30%
61,4902105279595,日清　カップヌードル　担担　８７ｇ,111203,カップ麺,4902105,日清食品,2023年08月24日,87,2023年08月,13,東京,526561,3234,162.82,144.334,0.886,64.68,68.49%
