"Year","YClass","weight","members","workers","age","TC","Cereal","Food","Housing","Utility","Furniture","Cloths","HealthInsurance","TransportCom","Education","Culture","Oth"
2016,850,460,3.39,1.81,52.7,4175652,82317,1061942,196787,271688,154607,185258,148358,614834,275361,439697,827119
2016,950,316,3.39,1.89,53.6,4467928,82024,1107193,226078,282157,185758,214823,171433,622797,297304,482730,877656
2016,1125,440,3.47,1.99,53.6,4953666,87633,1193481,222843,293548,184527,237565,206050,731694,364421,560024,959514
2016,1375,172,3.48,2.03,55.1,5496155,89840,1307586,248607,285919,181796,266046,213647,826287,398833,631794,1135641
2016,1500,214,3.36,2.1,57.1,6584156,94681,1550430,262313,327510,235172,425314,258607,904753,376836,818910,1424311
2017,200,274,2.26,0.47,71.4,1680553,58008,614301,102618,213087,67794,38949,90920,169259,15314,130314,237997
2017,225,361,2.44,0.74,68.5,2284229,66608,732372,146234,227312,87134,62212,127673,325014,30307,206170,339802
2017,275,566,2.42,0.56,69.7,2403960,70330,790242,162547,234632,96116,70210,137049,309803,11816,216724,374822
2017,325,716,2.54,0.68,68.4,2602405,72521,830524,170180,245417,103847,78716,142119,311101,18908,261277,440319
2017,375,696,2.6,0.85,66.3,2819675,74606,870940,195364,248042,116400,89494,158504,363864,38651,274341,464074
2017,425,593,2.81,1.1,61.5,2986088,74543,888952,202848,253240,118957,104611,155204,426373,47456,296588,491861
2017,475,555,2.93,1.28,59,3009019,75160,900447,190046,253279,113391,110856,148345,410434,61396,307530,513295
2017,525,492,3.04,1.41,56,3134797,75172,882093,235318,253593,108865,116472,137071,448302,93195,330908,528979
2017,575,442,3.1,1.55,55,3303672,75521,931775,172491,254288,137356,135182,143333,469724,104789,344205,610529
2017,625,413,3.29,1.66,52.8,3458917,76876,955059,208530,257767,126139,139110,143218,538790,133556,336978,619771
2017,675,340,3.29,1.68,52.9,3585467,79339,986814,191087,263246,137676,159103,145820,543258,151110,389948,617405
2017,725,336,3.39,1.76,52.9,3824430,84381,1031881,235211,275203,138592,163152,157882,589180,172370,370807,690153
2017,775,295,3.28,1.76,53.8,3796248,81295,1026134,174662,265771,130940,171008,154323,574649,175776,433214,689770
2017,850,475,3.42,1.83,52.9,4312180,80293,1082436,198546,277785,159056,197323,172907,651027,287405,469036,816659
2017,950,333,3.45,1.85,53,4591386,83592,1128653,241940,285186,155183,206684,191799,694065,361576,465122,861178
2017,1125,442,3.48,1.98,53.3,4886965,86281,1162174,287466,284841,184999,241163,188622,677064,343166,536294,981176
2017,1375,178,3.37,2.01,54.2,5332152,85427,1236488,185821,284679,199885,285852,213307,779909,362884,669492,1113836
2017,1500,201,3.45,2.08,57.9,6482108,89782,1484752,312749,335817,282560,382256,267726,882721,455524,763092,1314913
2018,200,276,2.27,0.52,71.3,1842920,61824,651420,136192,218229,73332,44137,108369,187091,13920,149983,260248
2018,225,383,2.44,0.73,68.4,2225373,67352,718944,153127,228144,98092,65690,117380,284504,22403,184789,352300
2018,275,591,2.38,0.57,69.7,2401662,70137,776124,159531,245701,97403,61779,141377,315964,15882,220427,367475
2018,325,693,2.48,0.64,69,2671510,72848,823451,189908,253722,102255,79881,158652,360979,23550,259655,419456
2018,375,658,2.55,0.9,66.3,2934968,73662,876396,208604,251736,114103,93566,163243,388629,29519,286414,522759
2018,425,586,2.76,1.14,61.5,3042490,73381,890483,192291,260214,117359,100613,160021,434483,58717,309620,518690
2018,475,528,2.95,1.3,58.4,3165942,75014,914629,249937,259667,128707,113281,150799,454294,89989,297806,506833
2018,525,480,3.08,1.46,56,3251317,76404,914768,216803,250724,126406,114522,143006,535664,102929,333845,512649
2018,575,425,3.21,1.6,53.5,3398261,79784,935291,226665,266164,135274,125841,141613,533403,133412,328015,572583
2018,625,416,3.22,1.65,53.4,3440776,78113,966630,199243,268597,137501,141743,151588,518437,118588,351209,587239
2018,675,344,3.28,1.74,51.9,3756046,82587,972388,247303,267110,132175,152193,159964,655429,200769,360023,608692
2018,725,334,3.3,1.71,52.6,3883254,83034,1040670,231925,277376,154161,163510,148538,627699,200375,402411,636589
2018,775,278,3.33,1.81,52.8,3841205,82470,999045,203738,268315,147404,170225,161677,585167,219163,388165,698306
2018,850,467,3.45,1.88,52.1,4155140,86573,1058747,193249,277922,156950,180108,156833,691609,256080,418844,764799
2018,950,331,3.4,1.94,52.4,4381645,81289,1111878,195606,276006,180001,200331,179446,653783,298428,456865,829300
2018,1125,467,3.51,1.99,53.6,4919367,86897,1218281,192855,299764,180275,241467,199100,690682,389262,530689,976991
2018,1375,189,3.51,2.13,54.7,5463721,87185,1261130,240629,309713,179731,284750,237470,893317,353910,603537,1099537
2018,1500,193,3.48,2.1,56,6160708,90219,1474028,251796,329858,231412,378068,271542,747682,412806,806332,1257184
2019,200,273,2.23,0.51,70.1,1778616,60726,622578,102434,203599,66402,43759,108732,226389,10815,136358,257549
2019,225,329,2.4,0.7,68.7,2189323,65443,721282,164816,237295,91235,57156,128630,266848,25027,178428,318605
2019,275,584,2.4,0.61,70.1,2355724,72447,774144,156744,236270,99056,63652,149316,289966,15963,208430,362183
2019,325,729,2.44,0.65,69.9,2675562,72392,848359,194767,247781,112828,75549,155869,339629,13312,244353,443115
2019,375,629,2.58,0.86,67.1,2887785,75202,884862,172756,253895,123837,85851,171878,367538,33067,276888,517213
2019,425,550,2.81,1.12,62.1,3114883,77142,902608,231353,258678,127536,103675,175471,414261,63112,306618,531570
2019,475,528,2.95,1.3,58.2,3302436,76297,914980,274926,262106,134672,107322,181550,473230,73518,319220,560913
2019,525,471,3.07,1.47,56.3,3371899,80554,941786,217468,267709,141989,120214,157116,490540,96471,360043,578562
2019,575,422,3.17,1.62,54,3472631,80613,956770,188587,267337,130806,123402,142968,579732,128315,374566,580148
2019,625,401,3.19,1.61,54.1,3478915,80856,989180,184835,260390,150834,146991,162880,533487,135407,360148,554762
2019,675,339,3.31,1.71,52.7,3884062,78906,992566,261385,267392,139461,150836,161626,660891,181927,417317,650661
2019,725,336,3.27,1.73,52.3,3822434,81884,1014146,191104,277086,157289,158411,159269,652769,166408,412117,633837
2019,775,280,3.3,1.72,52.2,3799421,81489,1012252,189182,266175,153352,160835,150658,614517,224931,403126,624393
2019,850,477,3.34,1.84,51.6,4254390,84960,1086337,168245,278029,170711,194054,173974,719601,249930,444370,769140
2019,950,329,3.49,1.93,51.8,4572449,84217,1119235,233758,284770,170685,195257,172501,763839,318503,487714,826186
2019,1125,465,3.45,1.97,53.1,5083273,86029,1196388,253391,284287,189452,231481,221675,804317,318987,615100,968194
2019,1375,190,3.47,2.02,53.9,5445646,87255,1269114,266609,305416,192620,265038,204285,887002,440280,613631,1001651
2019,1500,190,3.45,2.1,56.3,6745285,95272,1581810,273437,333978,259803,392309,276290,887202,424586,914798,1401073
2020,200,277,2.26,0.58,69.7,1827182,62027,613149,189288,206624,73475,37119,104817,188960,20392,138724,254634
2020,225,354,2.43,0.7,69.6,2164429,68421,717721,161900,228004,104821,51021,136310,250903,26687,172925,314136
2020,275,575,2.37,0.57,70.8,2271522,71395,767719,154800,234549,107037,48451,143821,274404,21168,179376,340197
2020,325,687,2.41,0.58,71.1,2579172,76004,827207,162703,245837,117632,61562,160399,339107,14931,218710,431085
2020,375,607,2.51,0.87,68.1,2788354,77249,852112,209354,250459,124005,69246,170067,410941,25787,233596,442789
2020,425,536,2.81,1.14,62.2,2967282,82355,904952,195255,263849,146057,85027,175481,400133,50304,255813,490411
2020,475,518,2.84,1.3,59.8,3030509,78339,904819,252995,258445,136390,84808,170208,411429,55778,254217,501420
2020,525,468,3.08,1.47,56.3,3153623,82159,956286,227076,261665,135751,100556,160094,479018,80994,261815,490367
2020,575,401,3.14,1.56,55.7,3338007,86101,978797,215967,275995,158053,107166,167739,480929,108292,294124,550946
2020,625,396,3.15,1.58,54,3408485,82277,975946,178561,270511,150150,115004,166137,556208,112498,305226,578245
2020,675,362,3.25,1.69,53.2,3670643,83601,1009806,219218,259565,167187,124879,195223,570996,155206,331673,636890
2020,725,341,3.31,1.72,51.5,3669299,84787,1025961,192140,263650,164399,128683,158970,580183,157380,352120,645814
2020,775,276,3.26,1.81,53.2,3650101,84606,1001666,224704,261875,151009,116940,164564,586648,155753,334293,652649
2020,850,452,3.36,1.83,51.8,3851170,86962,1044333,181022,269484,171465,150562,183799,614607,191135,367965,676798
2020,950,355,3.4,1.89,52.4,4281972,95972,1134332,216745,282543,187231,151555,171479,666594,308330,391006,772158
2020,1125,490,3.49,1.97,52.4,4597165,93125,1195068,269918,286939,233157,186026,200204,694485,289537,445519,796311
2020,1375,205,3.47,2,53.2,5101226,91224,1319926,274068,290441,226805,217872,239878,678844,411333,519287,922772
2020,1500,206,3.41,1.98,56,5760127,99165,1476909,303880,341340,267608,300467,260930,693747,373658,608724,1132862
2021,200,268,2.29,0.57,70.8,1811194,58843,631959,140847,208485,82256,55031,100442,193690,19169,137460,241855
2021,225,335,2.43,0.68,69.4,2152127,66693,721076,151035,233251,88398,47351,146774,259183,23115,164304,317640
2021,275,534,2.38,0.54,70.9,2312703,68218,764814,165257,234893,110365,49229,141454,288101,27032,186722,344835
2021,325,653,2.4,0.64,70.7,2553363,72173,815737,174379,242859,117259,65382,164481,326716,24712,210554,411285
2021,375,635,2.54,0.79,67.8,2785902,74181,862719,218269,242433,125562,70655,166737,372428,30933,242272,453896
2021,425,562,2.71,1.08,63.6,2955230,77643,911625,225826,260971,142186,80209,177435,375273,36254,254973,490477
2021,475,498,2.85,1.32,60.4,3000096,75154,896860,208379,253265,130375,83632,153029,460752,63121,265431,485252
2021,525,478,3,1.42,57.6,3108396,80046,907183,208048,260242,138633,100554,151758,477011,91829,278553,494584
2021,575,420,3.18,1.57,56,3237303,83821,929943,201463,260555,138412,104232,149779,535974,126773,294999,495174
2021,625,395,3.18,1.66,52.8,3361387,78310,974518,287585,259638,149737,112686,152020,466693,136588,306475,515447
2021,675,364,3.25,1.79,54.3,3463360,83441,993326,184232,270144,165122,116429,165780,486538,176537,331048,574205
2021,725,325,3.26,1.75,51.8,3554921,80090,1006239,192842,251955,150851,126542,170700,528826,177124,325034,624808
2021,775,276,3.3,1.79,52.5,3779503,82574,1025369,240218,266168,153409,127587,170668,594217,184263,368565,649040
2021,850,482,3.35,1.8,52.1,4079796,83321,1042937,227123,274987,166775,143351,183340,656216,269596,364407,751065
2021,950,338,3.44,1.87,52.5,4422565,90441,1127985,239628,286630,189260,160546,203477,657855,314887,402915,839382
2021,1125,466,3.37,1.93,53,4693613,87538,1189993,300382,284420,190223,180638,210126,680075,340759,438983,878014
2021,1375,192,3.38,2.13,53.8,5338973,90611,1301400,279021,271442,196570,214887,254988,856474,406022,507897,1050273
2021,1500,205,3.4,2.1,55.9,6175521,94074,1470349,405588,312873,249607,289235,304383,728002,567812,691299,1156372
2022,200,239,2.23,0.46,70.8,1934044,59523,658198,187289,243438,73370,40630,113605,198566,16332,137039,265577
2022,225,343,2.34,0.6,70.5,2247546,67595,738866,208556,259089,96091,50446,132089,242567,18064,180735,321044
2022,275,544,2.35,0.51,71.9,2362931,71433,783731,175533,263693,106423,52866,136273,263523,16093,195758,369038
2022,325,685,2.35,0.56,71.8,2685706,74099,851904,211144,274382,115296,61142,173868,332274,10310,227388,427998
2022,375,600,2.46,0.79,68.5,2839013,74798,894388,232758,286244,120762,70296,161127,342855,26515,262789,441280
2022,425,525,2.7,1.04,64.4,3060953,75461,931977,214545,291230,124036,83792,192545,431090,34900,283514,473324
2022,475,455,2.85,1.24,60.7,3146062,80202,949869,221489,283824,133339,88789,171069,468652,57995,273897,497139
2022,525,452,2.97,1.42,56.9,3217001,74816,926838,229829,294629,147034,97348,157247,457267,88410,295319,523079
2022,575,400,3.09,1.54,55.6,3236984,78491,940502,182199,289590,155489,99455,160676,496020,105912,306503,500640
2022,625,410,3.16,1.66,54.4,3417357,78658,969471,197568,298204,141827,112239,158819,516265,154097,324193,544672
2022,675,351,3.19,1.77,53.8,3575856,79500,984445,214521,303091,158563,122957,161483,598111,161766,326598,544321
2022,725,329,3.25,1.82,52.7,3647467,80674,1029117,265178,304040,161193,115919,167533,506566,164963,360123,572834
2022,775,296,3.41,1.9,52.6,3677873,81011,1049695,194803,305605,167322,131004,195759,506398,187146,352284,587857
2022,850,487,3.39,1.85,51.5,4175076,87744,1104913,247930,310313,178622,153589,191045,632117,231193,414003,711351
2022,950,348,3.27,1.89,51.9,4614962,84844,1135715,261839,312940,177030,177324,209055,751844,276480,447382,865353
2022,1125,483,3.38,1.97,52.8,5065447,86470,1232040,258264,325876,205032,195009,231233,833644,341223,508908,934218
2022,1375,203,3.36,2.01,53.3,5405711,84033,1299090,256498,321058,211898,233296,225188,775173,440588,599039,1043884
2022,1500,192,3.28,2.01,55.3,6454770,87575,1486718,300730,360504,280876,314297,290025,867137,503319,745609,1305555
2023,200,221,2.23,0.47,72.5,1859927,63300,667968,131162,234025,73821,32750,101980,239223,13356,141239,224401
2023,225,326,2.34,0.66,70.4,2368837,71488,783910,172417,263989,97375,57316,131987,297900,17090,202033,344820
2023,275,519,2.29,0.5,72.5,2419622,72133,835490,166692,253812,97413,49617,147245,280647,13690,212542,362475
2023,325,670,2.31,0.5,71.9,2716505,77883,907934,163100,266018,119078,58692,177543,331522,19824,252154,420639
2023,375,579,2.48,0.77,69.3,2955214,76066,935620,242290,280656,114831,75401,164957,384810,15896,276273,464479
2023,425,502,2.61,1.05,65.4,3128186,79569,987439,198774,285252,137250,83334,181466,438177,35084,312656,468756
2023,475,469,2.82,1.3,60.7,3206739,77664,996044,241341,291431,145605,92750,164828,430709,63616,314783,465634
2023,525,441,3.02,1.49,57.2,3274706,78362,986446,222271,284789,137537,93545,160500,507869,61484,303024,517240
2023,575,395,3.14,1.62,55,3446554,80775,1007297,226604,283340,144351,107102,150402,579003,117259,332430,498766
2023,625,425,3.16,1.7,54.2,3514333,81959,1037752,211969,276354,144198,113334,175378,569399,106404,338677,540868
2023,675,372,3.19,1.7,53.2,3580493,83405,1050611,202960,290033,147047,124765,185998,520273,149747,381386,527673
2023,725,335,3.28,1.71,53.1,3817794,83364,1076898,238098,301951,170743,133878,180847,612259,162074,372407,568639
2023,775,294,3.33,1.79,51.7,3832548,86133,1106811,174365,288882,170348,139362,175434,603352,193809,401266,578919
2023,850,494,3.31,1.85,53,4212905,86734,1142157,254699,302064,180363,155179,189600,640334,228315,449704,670490
2023,950,353,3.33,1.91,52.2,4393273,89084,1223386,221943,299865,223166,164553,191458,643673,242978,467755,714497
2023,1125,484,3.37,1.94,52,4813136,86350,1263971,245591,312831,193940,198462,219093,760233,302261,527343,789410
2023,1375,194,3.28,2.04,53.1,5512089,88772,1400386,324326,317516,191595,232120,227815,999763,351677,603780,863111
2023,1500,188,3.27,2.12,54.5,6548244,95246,1641103,307158,348931,236890,337522,273796,786623,502538,849183,1264499
2024,200,234,2.2,0.48,72.2,2060921,72545,708406,222826,230613,81237,40369,141693,219275,16611,156462,243428
2024,225,304,2.25,0.57,71.9,2225461,78177,788013,135452,250428,107026,52042,138733,249621,12827,184260,307058
2024,275,513,2.29,0.46,72.5,2477360,80225,856077,150879,258992,107348,52423,155032,318537,9242,218403,350427
2024,325,658,2.36,0.53,72.2,2752562,85702,938985,162350,267093,134515,66318,182879,317853,23613,257436,401520
2024,375,533,2.43,0.75,70.3,3015078,87506,993031,183369,284326,141473,72985,186471,366181,25693,307037,454511
2024,425,493,2.56,0.97,66.4,3136600,87817,1026518,211896,284948,143559,89734,197254,380488,32747,297376,472080
2024,475,462,2.75,1.23,62.2,3321271,87908,1034618,213756,275787,157734,93681,171971,494287,37324,319073,523040
2024,525,444,2.86,1.38,59,3378548,88394,1052399,238399,277731,146778,98036,175061,495791,68347,344562,481445
2024,575,395,2.95,1.57,56.8,3361688,85592,1028919,211780,268857,140365,117685,162570,520442,70494,341395,499183
2024,625,400,3.13,1.66,54.3,3521970,89493,1074956,210136,276328,146198,114245,175949,546641,123605,347163,506749
2024,675,358,3.14,1.67,54.2,3658256,87503,1065649,219255,272223,171354,122190,179122,551699,147660,346897,582205
2024,725,323,3.27,1.77,52.4,3793878,88056,1074332,253576,274368,156265,133674,180553,614961,195427,353108,557612
2024,775,312,3.31,1.84,52,4010771,91102,1158838,231949,291918,176941,144303,177220,552534,177710,423355,676003
2024,850,507,3.27,1.85,50.7,4077369,92356,1169781,238416,279578,165779,149577,180706,578223,230646,412265,672398
2024,950,351,3.39,1.94,52.3,4363323,97013,1244409,236056,282717,164034,170513,207082,638228,300361,453954,665970
2024,1125,530,3.42,2.03,51.8,4824141,98658,1301849,246101,292666,190013,193603,200318,689781,367372,507108,835329
2024,1375,208,3.41,1.98,51.7,5867893,103800,1449661,344359,294950,235687,265679,244782,826723,485639,648034,1072379
2024,1500,212,3.35,2.06,55,6581618,102054,1656350,324690,327857,229619,298177,290428,901386,462997,833857,1256258
